group	A	A	B	B	C	C	D	D
gene298	5.319498716	4.913109615	3.620891338	4.960497809	3.799273849	4.267932747	4.215476698	4.059978188
gene299	4.553323637	1.040682059	4.680808175	4.44863009	4.929819397	5.063576283	3.160766942	0.353907027
gene300	0	0	0	0	0	0	0	0
gene301	4.08971847	4.489774118	4.548177656	4.743913448	4.078754985	4.216920426	4.622502866	4.516935454
gene302	3.668005629	3.439256101	3.154584829	5.241538955	4.177854025	3.518661023	4.056904284	3.238138724
gene303	4.214567806	4.219501561	4.589002396	3.83389196	4.614315257	4.492917092	4.19775533	4.14834845
gene304	4.550451291	4.634285414	2.615227944	5.610924432	4.445799525	3.307043755	2.722887842	3.773057424
gene305	4.96309953	3.91610398	4.740663168	3.470315596	4.441749047	4.384595551	4.808359306	4.319747979
gene306	4.799688304	4.610664632	4.110939471	4.261124577	3.773310671	3.993783035	4.186571867	4.373877855
gene307	1.480621873	1.734763805	4.007356988	2.258114853	5.06611503	4.997856909	4.882378939	5.660803148
gene308	4.874187109	4.120924193	3.652784755	3.83075223	4.386962656	4.856557497	4.547937144	3.888402319
gene309	3.519982144	3.665631533	4.467436003	4.329862698	4.267490854	4.942467588	4.24735032	4.630818975
gene310	4.58923616	5.312247667	4.536376227	4.492327505	3.966024329	3.68624278	4.316572983	4.564786651
gene311	0.000316632	0	0.000130826	4.01E-05	8.49E-05	0.002876289	5.699518319	0.000264178
gene312	0	2.728910947	1.842834052	6.870056418	2.266303813	0	4.256776689	6.30E-05
gene313	0.361614539	0.056879667	3.383105666	3.768872419	3.989211685	4.284173555	5.093251694	4.048140259
gene314	3.798465321	4.025790705	4.321978588	3.597507338	4.332041921	4.306065336	4.595032154	4.818221698
gene315	4.792709618	4.07235452	4.113192066	4.370136375	5.202288414	3.755143958	3.942364363	4.321055
gene316	3.541267018	4.692075632	4.402019483	4.12535354	4.597030524	4.065425829	4.919306708	4.732638239
gene317	0	0	0	0	0	0	0	0
gene318	0	0	0	0	0	0	0	7.825404046
gene319	3.883435092	3.720563036	4.62116689	3.976675239	3.737924668	4.496404825	4.980637721	4.110572048
gene320	4.910641531	4.541880299	3.770511935	4.058602235	3.570511506	4.458874106	3.634988155	4.281512802
gene321	4.843853232	4.304182455	3.913904253	4.375824878	4.177256073	4.517590658	3.977069229	4.042469242
gene322	4.585263031	4.388878339	3.925762114	4.261365325	4.120069877	4.659610647	4.205142241	4.058541629
gene323	0	0	0	0	0	0	0	0
gene324	5.211787083	1.777699548	4.765327875	4.277032552	4.616434159	4.217944131	4.241100346	4.845836256
gene325	4.805627807	3.843662316	4.679964201	4.453715105	4.423658841	4.125609777	4.835150995	3.517250493
gene326	4.913550071	4.092300479	4.008549635	4.2618843	4.135895991	4.549385778	3.733939978	4.290969882
gene327	4.806107482	4.405971944	3.424973132	4.885154575	3.838608948	4.106105393	4.112349841	3.599532039
gene328	0	0	0	5.762189334	0	0	0	8.22547257
gene329	4.254805655	4.3082298	4.333223346	4.030856909	4.352991518	4.201069218	4.222294521	4.049421666
gene330	4.629618904	3.251593372	4.56285296	2.474918808	4.320369142	4.3844505	3.919082606	4.232860265
gene331	3.842194436	3.200347407	3.555104446	3.133410634	4.199986367	4.567819212	4.125923813	4.220035813
gene332	5.698226814	4.999125101	3.688616795	4.560684389	3.498544484	4.11813543	4.078515906	3.534758869
gene333	4.293804522	4.196709326	4.395707206	4.022030405	4.150868328	4.567734047	4.414656487	4.250006533
gene334	4.444123701	3.651350248	4.274746206	4.149934048	4.178850062	4.287671753	3.479967762	4.402749459
gene335	0.002848716	0	6.010842485	6.051511318	3.322742987	0	0	0.003136009
gene336	0	0	0	0	0	0	0	0
gene337	3.884461166	3.573507834	4.402626685	3.329569973	4.02505538	3.890135356	4.576116965	4.494684411
gene338	0	0	0	0	0	0	0	0
gene339	4.718794507	3.974364109	3.633768304	4.637216077	3.689947668	4.425533156	4.022287908	3.736929526
gene340	4.448861316	4.684818738	4.079838881	3.819760137	4.375275805	3.886598919	4.491186096	3.827138156
gene341	3.462850686	0.0436988	4.127938623	4.052746271	4.16334576	3.639127952	3.794415866	3.711560983
gene342	2.711036696	3.232771257	3.233030592	4.669418009	3.814478646	4.216710942	4.651958653	4.184161255
gene343	2.370995614	4.650913875	4.429234319	3.355003574	4.052789736	4.355002164	4.132362972	3.558463573
gene344	4.028569152	4.21135491	4.152029242	3.904050502	3.989856542	4.19543422	4.190275084	4.218626198
gene345	4.186342081	4.276362663	4.250461393	4.049439093	3.942242362	4.221590988	3.856756672	4.399813668
gene346	4.398877055	4.290424404	3.578371182	4.728442997	3.592480957	4.159984327	4.376797405	3.744419466
gene347	0	0	0	0	0	0	0	0
gene348	5.51505324	3.73534887	3.539295318	4.242137537	3.516557317	3.761157596	4.235612191	4.337147318
gene349	4.445091015	4.648172042	3.822016271	4.149088613	3.62862197	3.947394983	3.849699084	3.922806773
gene350	4.074710934	4.668192892	4.15459131	4.381560255	3.995258373	4.452555901	4.142821844	4.083187834
gene351	3.854953135	1.179568375	2.9637238	4.995728716	4.090658687	3.324125088	4.803650688	3.547819957
gene352	4.219424116	4.40659109	4.241824933	5.149763375	3.976858503	3.933213808	3.43373131	3.837297416
gene353	4.97101926	4.307843787	0	3.031079307	0	4.4017465	4.006118461	3.531443846
gene354	3.49943773	4.703731962	4.737681354	2.51028344	4.250052025	3.78652318	1.849038477	3.938069324
gene355	3.466901147	3.847976869	4.33632624	3.60953041	3.328661286	3.105406541	3.873616364	2.175400047
gene356	4.632477624	3.275830996	3.546771015	3.793989493	3.832181148	4.409594596	4.354296993	3.798569004
gene357	0	1.325570626	2.987757429	5.82806284	1.814821096	3.291186542	3.928806145	1.652178993
gene358	3.382364296	2.4403968	1.882177399	2.967198125	1.822395689	3.630382172	3.927147423	0
gene359	1.803619694	0.731717635	0	2.809865087	2.535184535	2.641615388	2.250215786	2.214351763
gene360	3.775082156	5.311855463	4.799574341	2.694334205	3.02890857	3.941481964	4.59875227	3.49241724
gene361	0	3.48357074	2.16E-10	5.442353031	3.294450188	2.56E-07	3.227859653	1.154427668
gene362	4.891074026	3.797604465	3.534161233	5.227013231	3.574743371	4.218943869	3.897608314	2.952061404
gene363	4.49999254	3.680481897	3.858717079	3.841419678	3.1657335	3.053639649	1.69318138	3.846633717
gene364	0	1.52E-07	4.815365362	0.001089252	3.050985707	0.434626626	2.765299228	3.553581683
gene365	5.469443204	3.6615672	3.398644517	3.902343758	3.918061782	3.520133052	3.293345468	3.997120756
gene366	4.364859542	3.213138834	4.438432589	3.944558634	4.229226435	4.799967993	4.273023469	4.368544875
gene367	4.38035543	4.515195201	3.025337151	4.092207438	3.52228178	4.302516467	3.933600963	3.673036236
gene368	0	0	0	0	0	0	0	0
gene369	2.806509667	3.642690021	3.72540307	4.050501697	3.949852384	4.437394215	3.99982867	4.311837303
gene370	4.455452166	3.585611567	4.45679958	3.464184674	4.011191467	4.166410165	4.047093367	3.927194841
gene371	4.319126548	4.161597502	3.773711555	4.136847604	3.971221642	4.442034477	3.993683418	4.130049503
gene372	5.317857565	3.566632523	3.926322091	3.395077885	3.345260105	3.985746323	3.761242715	3.944802236
gene373	3.704440419	3.718909554	3.660050104	3.827026341	3.770110162	4.093526373	4.081561196	3.837549726
gene374	2.055667681	2.548263984	3.883835836	5.984858179	4.133407346	2.938641481	4.546838911	0.432231464
gene375	4.894992331	4.347991572	3.942608336	3.108604744	4.389587461	4.392983657	3.299942095	3.487846464
gene376	0	0	0	5.995328482	0	0	0	0
gene377	5.143458727	3.856198913	3.191360508	3.829200099	4.030645068	3.846021868	4.45220664	3.290621979
gene378	4.240703575	3.72226928	4.065779085	3.332415785	3.356176214	4.575130772	3.799636504	4.544609026
gene379	0	0	0	0	0	0	0	0
gene380	3.764420471	4.202025845	4.070071556	3.574876552	3.851948881	3.960826756	3.697973933	3.993692475
gene381	0	0	0	0	0	0	0	0
gene382	0	0	0	0	0	0	0	0
gene383	0	0	0	0	0	0	0	0
gene384	4.393223975	3.828133945	3.375613614	4.083324013	3.407253486	3.921160181	3.781065898	3.717572244
gene385	3.806643704	4.016211033	3.323319624	3.704883028	2.688952425	3.669605089	3.53198025	4.039252471
gene386	4.12532874	4.23476954	3.934856141	3.95863855	3.759496755	3.873232461	3.759858896	4.207666437
gene387	2.996424904	2.325688624	3.780824506	4.111164889	1.404794153	3.795559171	3.20195216	4.540436504
gene388	4.461292806	4.048393143	3.639070054	2.929681182	3.677079711	3.551257601	3.935497465	4.08061503
gene389	3.610534714	4.169564283	4.216097833	3.613602372	3.931446685	4.135149027	3.98064686	4.057718857
gene390	4.672136774	2.081888374	3.404397709	4.797998656	3.79469658	2.763233086	3.482822474	0.993575824
gene391	3.17671212	0.018913429	2.867293568	2.244372589	3.096160631	3.71048136	4.009947275	3.849859185
gene392	2.09482384	1.811873778	2.179558821	3.036702009	2.510437898	1.892480402	2.607756401	1.710640049
gene393	2.876899977	3.208153575	2.684740206	4.511271939	4.500120053	3.756094586	2.25507466	3.958090979
gene394	0	0	0	4.48715831	0	0	6.575357717	0
gene395	3.938012849	3.425494217	3.280309034	4.0609812	3.304949041	3.571142829	3.21094364	3.550912974
gene396	0	0	0	0	0	8.126916087	0	0
gene397	0	0	0	0	0	0	0	0
gene398	0	0	0	0	0	0	0	7.627212845
gene399	4.515794438	0	3.055133169	0.032092377	2.345336759	2.063278582	3.71E-06	4.470985807
gene400	1.063965359	0.000416804	7.125010441	0	4.079719436	0	1.72088694	0.510269259
gene401	0	0	0	0	0	0	0	0
gene402	5.697178874	3.292394525	0	5.388075853	0	3.901339983	4.907640602	0
gene403	4.654985383	3.819831652	3.731878349	3.939649731	3.910003456	4.189563664	4.130271955	3.691779804
gene404	2.930334273	3.781223307	3.668300699	3.411019413	4.313347446	4.077584829	4.695888056	3.754053704
gene405	3.537233934	3.924080878	3.782114963	4.259664184	3.971460783	3.979220531	3.739502506	3.829392939
gene406	3.339547896	4.376707126	3.625913363	4.862069466	3.68800127	3.484615083	4.630452069	3.914708021
gene407	4.38885768	3.797697836	2.853656384	4.511423761	3.728900066	3.893721384	3.752652266	3.303092473
gene408	4.096304027	3.393823909	3.590434352	4.386645427	3.928000718	3.509505834	3.689355078	3.324290736
gene409	4.317144854	4.536972947	3.955219795	3.705469276	3.063209541	3.584974523	4.274418224	3.942542655
gene410	4.033960333	3.925913993	3.076347019	4.501273528	3.336983139	3.637749339	3.722914065	3.405873945
gene411	3.458567054	2.942835381	0.00082365	4.524709383	3.291478319	4.309358114	2.97599329	3.266764057
gene412	4.953400282	3.028263254	4.128639844	0.001938718	3.413400465	3.188336037	0.000388914	2.059950509
gene413	4.190622761	4.091649064	4.225182367	3.445961043	3.837045061	3.617627613	4.039480598	3.920188477
gene414	0.223791981	0.008553952	1.877681437	5.178455714	0.046167491	3.722903139	4.866294777	0.000895099
gene415	2.258717903	3.382213486	4.136306246	3.775998678	3.214883265	3.804693788	3.904175776	3.604344176
gene416	3.539431811	3.676775151	3.121723309	3.815985227	3.436507011	3.438584289	3.816118387	3.304671657
gene417	4.036854953	4.106641452	3.462091593	3.740398727	3.069765743	4.125775068	4.321473574	3.727735342
gene418	3.408900676	3.817613026	4.028887359	3.452700852	3.44875826	3.662216895	3.527858546	3.702724026
gene419	3.355891598	3.850699427	3.422101106	4.271492909	3.733408576	4.052068047	3.899117612	3.245425686
gene420	3.42054573	2.555492248	3.181767278	3.986019489	2.250000467	3.778597589	3.358967263	3.855321997
gene421	3.826762016	2.072599766	3.949049284	4.572325816	4.658628518	2.328172971	3.562865168	2.789195053
gene422	4.418615001	4.319162685	3.060497075	3.754844755	3.098552623	3.969675463	3.424896565	3.800175136
gene423	3.338611247	4.394569017	3.946833772	3.485478351	3.306170355	4.234424677	3.426396269	3.924632007
gene424	3.809311538	3.350122381	2.559496708	5.572356136	3.509505834	4.015185318	3.894449162	2.993618211
gene425	4.082574866	4.035887793	2.692590117	3.828042523	3.235779131	4.298848903	3.220989234	3.777703755
gene426	4.270820442	3.922626025	3.694389927	4.154567008	3.823423291	3.025237917	3.56883473	3.180491622
gene427	3.143600763	3.640470543	2.672391396	3.951494546	2.653713554	2.473269994	3.178891482	2.982199589
gene428	4.166916252	3.89729852	3.5918948	3.921322068	3.495656793	3.901832306	3.971929754	3.849719097
gene429	0.000409702	3.475344337	4.937358518	2.930701388	2.506096652	2.943383145	4.050553937	4.428745398
gene430	1.837943242	4.114250405	4.349188327	3.515926868	4.068980295	3.708496273	3.652635633	4.515018536
gene431	3.618720257	3.927299157	4.082140524	3.480006551	3.8793823	3.964795989	3.961113943	4.071084745
gene432	4.455958415	4.160476536	3.414310107	3.985227167	3.824533663	3.728954469	3.897927721	3.690540016
gene433	4.131885763	3.58559955	3.311806793	5.017347387	3.541316585	3.729781147	4.054101763	3.068029279
gene434	4.162347015	4.453445146	2.949254771	5.645367342	3.02553737	3.606323775	3.945944742	3.18942292
gene435	3.968505525	2.893175794	2.349427559	2.747486226	3.026658438	3.686634986	3.317933518	4.477567243
gene436	5.628881473	0	0	0	0	6.404579596	9.43E-05	1.406939328
gene437	3.717023807	3.864324835	4.678302943	3.44109035	3.486431212	3.896184645	3.346586775	3.803970928
gene438	1.700816989	4.172271479	2.594689468	3.89003805	2.193279724	4.324947379	4.004681156	3.930860316
gene439	0	0	0	0	0	0	0	0
gene440	4.866339292	3.768374907	3.767231037	4.661658403	3.074226255	3.366972592	3.435841916	2.983790771
gene441	4.731585141	3.274519608	2.793916686	3.313916244	3.065570588	3.839465843	3.681021903	3.703333302
gene442	0	0	0	0	0	0	0	0
gene443	0	0	0	0	0	0	0	0
gene444	3.672911816	3.703388678	3.331908681	3.808642468	3.407921015	3.674969031	3.884089909	3.851229328
gene445	2.989511444	3.488630687	3.778250637	4.550321993	4.098116325	4.378553239	3.771251752	3.108695061
gene446	2.858072529	3.502228749	3.495490511	4.295686296	2.740925402	3.413237968	3.377587448	2.697760478
gene447	3.107209123	2.094783312	3.208520381	3.667301759	4.072594621	3.1063969	4.340191935	2.821775512
gene448	4.605826168	2.505100787	4.526287954	1.945150702	3.514879713	2.349495499	3.723744211	4.308047731
gene449	3.962123277	3.49800827	3.029030529	3.839748004	3.639104793	3.91727898	3.812703577	3.964648148
gene450	3.629263352	4.061862584	4.048855198	2.988061126	3.793854276	3.916973381	3.795933147	3.720902258
gene451	3.266441752	3.308531255	3.610676442	3.338387331	3.520359385	4.442976661	3.583470945	4.038971649
gene452	3.8763696	2.197261522	3.208534427	3.701005588	3.390421438	3.901050302	3.524264315	3.087237084
gene453	4.321192133	3.737611056	3.790761614	3.321314819	3.642089249	3.321791032	3.569296646	3.324768848
gene454	3.982911458	3.19E-09	4.40130962	3.728693314	2.59177036	6.20E-10	1.649049766	1.927073447
gene455	0	0	0	0	0	0	0	0
gene456	3.147576975	3.60536395	4.438226305	2.648750733	4.339194407	4.652297183	4.090159009	3.927175874
gene457	4.107286135	3.77360607	3.772519127	3.502865211	3.911068356	3.730857295	4.077294279	3.810566494
gene458	0	2.268688894	1.724872879	2.808967778	4.369647943	2.915914744	0	0
gene459	3.951988695	4.070887315	0	0	0	0	0	0
gene460	4.405835832	3.489876854	3.646704142	2.874010006	3.490030944	3.925296883	3.627630183	3.715025736
gene461	2.60387911	3.454711539	4.341338239	3.53088228	3.909590716	3.618109418	3.320122154	3.431403664
gene462	3.917489042	3.454519414	3.976592762	3.398507712	3.864196052	3.233733171	3.634256368	3.407056295
gene463	3.942974218	3.754395833	3.634244749	3.754930248	3.706685257	3.591978551	3.318286468	3.678793072
gene464	4.191854761	3.281816925	2.808080209	4.338759555	3.400837094	3.46524314	3.18856234	3.347512592
gene465	5.156950708	4.237670785	3.93364817	3.144661505	4.053111336	4.152280786	0.003211037	4.121521085
gene466	2.245778576	2.257514568	2.507340516	3.704717066	2.504216127	2.1281416	2.758618719	1.329255658
gene467	3.059703102	3.323101971	3.580073107	3.482925706	3.32910637	3.844164672	3.693821457	3.962076993
gene468	3.768914752	3.658394308	3.970761643	3.251196447	3.430421774	4.032109662	3.558096166	3.770554221
gene469	3.672346133	2.998522284	4.146508599	3.979979587	2.98136315	3.847495884	3.944671071	4.422609775
gene470	3.777651159	3.921112564	3.584084594	0.797887048	3.021337583	3.989475113	4.397590785	3.04505848
gene471	6.139672084	4.862119072	0	4.062233986	0.206136817	0	0	2.912636453
gene472	2.858826465	3.858100386	2.809906235	4.451580395	3.715651803	3.744107263	3.477599622	3.377912225
gene473	2.319057162	2.724486568	3.449182329	2.923278513	3.051403426	4.060116576	3.808240877	4.044874938
gene474	2.603955049	3.487344851	4.15277563	3.458346566	4.474539877	3.422311055	3.585106763	3.861846215
gene475	2.411209283	3.087018083	3.134263661	2.704717066	4.028843168	4.579602562	3.394569017	2.782819507
gene476	3.260843152	3.58731698	2.898467647	3.205218891	2.738086854	3.787401119	3.253892478	3.368357688
gene477	3.547227707	2.661610522	1.493401399	0.56276457	0.530201618	1.862066489	1.165333137	1.930294528
gene478	2.099271636	3.315738659	1.868702567	3.311815511	3.095029841	3.757983301	3.806870507	3.003846862
gene479	3.402284227	3.536425963	3.751645814	2.851523189	3.09166768	3.460493576	3.302735786	3.421123637
gene480	1.992703182	4.541929846	3.993466048	2.493849686	3.605980207	3.976601927	3.6393711	4.105627797
gene481	3.967657418	3.63605613	4.010448661	1.890112003	3.569381719	4.081884967	0.00032636	4.245077275
gene482	2.388646938	3.965304076	4.429950657	1.240857718	3.757599356	3.494313197	3.761880954	4.792392075
gene483	0	0	0	0	0	0	0	7.825404046
gene484	0	0	0	0	0	0	0	7.825404046
gene485	0	0	0	0	0	0	0	7.825404046
gene486	3.317716497	3.574973403	3.731889207	3.446835839	3.861717211	4.037918081	3.614945367	3.286005805
gene487	3.815565182	3.755539239	3.016747682	3.989329779	2.902123759	3.482319112	3.57271993	3.022726445
gene488	3.50870753	4.804249789	3.940570836	2.036193838	3.029375139	3.379620962	3.598115047	2.970065846
gene489	4.453958683	1.473880405	1.491047527	4.080205685	2.631213732	0.974318583	2.50440429	3.528371278
gene490	0	1.555727824	2.736427369	3.279789218	1.670591105	3.638027485	3.360036929	3.432157687
gene491	7.456239406	0	0	0	0	0	0	0
gene492	4.365601561	3.520397103	2.602592278	3.373046789	3.515018536	3.61363773	3.127347684	2.882159788
gene493	4.697935024	2.861600104	2.464213433	4.59547979	3.90636151	2.915346887	1.79585005	2.121575787
gene494	3.231143595	3.137167402	3.318861998	3.367773622	3.144643561	3.421757856	2.628598642	3.786533635
gene495	1.507053761	0	1.817881078	1.763993634	1.146922363	1.495577491	2.149200824	2.041800184
gene496	0	0	0	0	0	0	0	0
gene497	2.288045477	0.000341782	3.420365171	3.905504943	2.916520593	4.56096557	3.147513481	3.649132564
gene498	3.885603647	3.600781172	2.835806876	4.68751426	3.283474379	3.529008812	3.397385423	3.050642739
gene499	3.730553011	3.201067649	3.457159553	3.105435038	2.190387298	3.691813297	2.636568942	3.554429226
gene500	2.98454925	2.520107902	3.374633334	3.165143369	3.789927439	3.291145276	3.199816803	3.706442143
gene501	4.573319988	3.169822406	3.740830442	3.443837358	3.745043669	3.460532893	2.518248082	3.726580576
gene502	4.368914985	3.076364123	3.222161572	3.106339943	3.062871194	3.534098965	3.64487149	4.295634873
gene503	3.712892872	3.336437648	3.281980086	4.242564399	3.399553938	3.708165159	3.787160784	3.125983306
gene504	3.494210777	4.006872474	3.626287266	3.405741908	3.697951699	3.372826762	3.619424749	3.54344639
gene505	1.984115361	3.166572454	3.596911296	4.462170138	3.280459003	3.062095801	3.991254257	3.136613041
gene506	2.739508986	3.260630919	3.922511857	3.974556845	3.963733046	3.828347239	3.508162401	3.650982785
gene507	1.569738973	1.322106978	1.394481216	3.041758138	2.387555549	1.950180966	3.095630789	1.11449363
gene508	3.720803782	3.750467159	3.621583051	3.70569044	3.716584908	3.500636363	3.631954046	3.315253197
gene509	3.336823226	3.174214643	2.059559483	4.018108912	3.930321025	3.268877495	3.409329832	3.5032724
gene510	3.853137358	3.66026693	2.769160262	4.133292255	3.073182702	3.504264441	3.477729129	3.039147169
gene511	0	0	0	0	0	0	0	0
gene512	3.960641443	3.907323339	3.641684743	2.750426425	2.860652977	3.347396366	2.917662797	3.416823532
gene513	0	0	0	0	0	0	0	0
gene514	2.44726444	4.18502605	3.126855599	4.479515139	2.114576917	3.877724621	4.308826824	1.044617938
gene515	3.362841561	3.536326489	3.765768105	3.055471601	4.006154376	3.910387295	3.265334872	3.590613995
gene516	4.129439644	3.186587713	2.164387262	3.46524314	2.853265135	2.870050992	3.095522772	2.278969014
gene517	2.699587166	2.82853613	4.106607954	2.475570024	3.514311661	2.758396994	3.695036151	3.23376691
gene518	2.411979354	3.302418493	3.937203129	2.8983322	3.275258901	3.195544459	2.867176913	4.240253262
gene519	4.265766926	4.532890432	3.157743862	2.915142251	3.266813521	3.9151193	2.729013222	4.078088881
gene520	2.578830054	3.460939103	3.274817756	2.734796315	3.502865211	3.924185418	3.358487694	4.235244549
gene521	3.510923953	2.954188864	4.124361224	3.378771008	3.141315068	3.909398704	3.127317965	3.493275854
gene522	3.910972452	3.614297587	2.193197705	3.759241072	2.950837906	2.817827881	3.411214707	2.866492612
gene523	4.166739543	3.190932439	2.882701734	3.905206469	3.049139331	3.741833681	3.501757586	3.11997861
gene524	4.152467386	0	4.214894141	0	4.322194969	4.649356785	3.58923616	4.136002668
gene525	2.879582269	1.88009383	1.580372245	2.399217588	2.277877657	1.099497201	2.780415095	0.67709505
gene526	5.089883688	3.657834333	2.713959698	2.987815627	3.757428681	3.588948446	3.113335446	3.352240158
gene527	3.800299407	4.208119231	3.672221653	3.297806229	3.493660142	3.66994517	3.903182918	3.112871912
gene528	3.859432909	3.496321729	3.63280331	3.648684017	3.649615459	3.878568412	3.721317969	2.913259002
gene529	3.319690183	3.817418605	3.638803691	3.279919932	3.56677863	2.075008853	3.554846672	3.447826457
gene530	3.477340573	3.084171442	3.607318476	4.106892662	2.351778131	2.342941536	3.700450816	3.417782319
gene531	3.545091122	3.091073543	3.596076424	3.173052258	3.303684322	3.480058269	2.847183157	3.564439143
gene532	2.41861635	3.453944201	3.780352098	2.194887627	3.742383548	2.840316187	1.555477524	4.460749116
gene533	4.113925486	1.854390688	4.716343456	3.063288938	3.757834001	3.724431996	4.038269356	2.329129338
gene534	3.540585288	3.549459712	3.376336231	3.89293497	3.386561281	3.403064531	3.367129198	3.313241498
gene535	3.642274129	2.702482459	3.852518274	3.459759467	3.879254854	3.270132707	3.553704546	3.539741976
gene536	3.979888155	3.75671376	2.291379593	4.327895706	2.678295055	3.435633927	3.454500989	3.461947582
gene537	4.755432417	1.090480855	2.0034943	3.787171234	2.262535388	4.036661573	3.32120368	0
gene538	2.604877868	2.564278164	3.647279967	3.818717653	3.528621325	3.191985796	3.524038594	3.103665483
gene539	3.563634068	4.102263394	4.064494885	3.409029708	2.103615132	3.220258747	2.907244493	3.829565457
gene540	3.63711172	3.573035143	3.354758214	3.906169068	3.491417016	3.315092306	3.495605631	3.389520006
gene541	3.013573026	1.860597362	1.924179716	2.118954358	0.546544344	2.677357143	2.445530729	2.563851239
gene542	4.059372584	4.024364009	2.958363862	4.383780313	3.06913845	3.574331643	3.623527447	2.900426326
gene543	5.162584682	4.441835346	2.971153571	3.334173511	3.509936482	3.500904007	1.622920983	2.940405457
gene544	4.429642743	3.156613425	1.670541254	4.04889878	2.448575912	3.485452589	2.889997179	3.688885305
gene545	3.192301495	3.941848131	4.105703218	2.507840298	3.273979805	2.756867444	3.042455234	3.406804668
gene546	3.045712053	1.518379027	2.098746303	2.163411782	2.207992775	3.396530804	3.612800691	3.929838329
gene547	3.48920894	2.329930132	2.512381137	3.256104877	3.537494874	3.116600972	5.829697369	3.888343865
gene548	4.392647144	4.038664438	2.937116481	2.545063931	3.453566305	2.771089025	2.722765462	2.003217227
gene549	3.280558479	3.625176957	3.499118777	3.496539046	3.497229129	3.234113464	3.891458073	3.464511444
gene550	3.140518555	2.950623314	3.639984577	2.405613943	3.480097056	4.639556328	4.450274293	4.752588045
gene551	2.160255466	3.306120764	3.700561787	3.160119903	3.644686943	4.057415612	3.793136369	3.356749502
gene552	3.304173692	3.792345218	3.591607615	3.460677045	3.587761018	3.533276774	3.298539552	3.483918938
gene553	3.761636329	1.698342958	4.049421666	3.114928334	3.17610731	2.781080591	3.3302443	4.432351477
gene554	4.148551829	4.102145791	3.080664485	2.004796193	3.175917357	3.834549424	4.180450248	3.569333106
gene555	0	0	0	0	0	0	0	0
gene556	3.629484854	3.550383565	2.97037513	4.059597553	3.141561948	3.455532389	3.306247655	3.100005435
gene557	1.667914827	4.232568667	2.461135615	4.639278477	3.426712927	2.409841665	2.921906615	2.882682173
gene558	3.786659086	3.732963784	2.575472083	3.978753925	3.172460313	3.306345369	3.06392913	3.025684416
gene559	3.659308085	3.391040416	3.738627343	3.397837181	3.488862016	3.60344238	3.648856551	3.626439137
gene560	3.731900066	3.462091593	2.447729938	4.156841525	2.865667459	3.372460439	3.575711679	2.865200257
gene561	1.553178619	3.382152604	3.828854955	4.245510875	4.119007497	2.329898568	3.886852506	2.96667225
gene562	3.873586837	3.305221993	3.318439773	3.054218137	2.877361443	3.698351849	2.56325333	2.559751206
gene563	3.142382394	3.579361198	3.494530817	3.291316228	3.654126162	3.692293278	3.881821213	3.588588722
gene564	0	3.420091594	2.035173437	0.00034913	2.165551823	3.077289151	4.519466422	4.036687945
gene565	3.330211308	4.234225386	3.566632523	3.537581844	3.73899476	4.365671543	4.001090626	3.403380897
gene566	3.953460814	3.356610075	3.249678945	3.752566638	3.294241371	3.31310651	3.252775924	2.919959746
gene567	4.25E-05	2.38E-07	2.199819944	0	0.997719462	0.464155915	0.987136014	2.123302001
gene568	3.272342757	3.237071111	2.539052079	4.041724852	3.507693172	3.48095011	3.797396953	3.350952614
gene569	2.958432539	2.980709001	3.695102986	2.943831331	3.335677614	3.84082575	3.652073418	3.422437547
gene570	3.485491232	3.604284865	3.195476742	3.082380706	2.957331461	2.829703457	3.146084939	3.175730572
gene571	3.414840468	3.649408524	3.304309518	3.665745215	3.386490925	3.321462029	2.754124275	3.216088518
gene572	2.696986438	2.41906151	3.627840265	2.504541582	3.099179043	3.565255958	3.028542632	3.237219523
gene573	2.909713591	1.942713419	3.014626666	3.206741671	3.324433322	3.110197849	3.124930235	3.339926945
gene574	0	0	0	0	0	0	0	0
gene575	4.218347209	3.514993297	2.541348804	3.969878033	3.033923343	3.478700061	3.688225127	3.368919175
gene576	3.552893457	3.07639491	3.166521038	3.509252452	2.952685809	3.486701503	3.510544237	3.292460787
gene577	2.529326223	3.531568609	3.752095592	3.512871593	3.628237004	2.749010726	3.349199653	2.779335373
gene578	2.502625934	3.282218862	3.477767979	3.281730887	3.393396979	2.67613198	2.481647688	3.070233027
gene579	3.879333283	3.919969277	2.783800262	4.101700496	3.265900416	2.804869286	2.939126883	2.845080518
gene580	3.435303218	2.32525112	3.187284762	3.464812007	3.503412345	4.032003837	3.548288648	2.682869896
gene581	3.825175049	3.169678119	2.700295441	3.32527415	2.856999629	3.413803919	3.061446154	3.004499594
gene582	0	0	2.910978206	3.347828623	4.639394255	0	0	3.195368073
gene583	4.274313851	2.182110653	3.007774975	3.019269575	3.295537901	2.784212902	2.790181913	1.422254533
gene584	3.240299063	3.987184413	1.944374968	3.391814453	2.996497216	4.242907322	2.295252823	3.647498721
gene585	3.477547816	4.094176942	2.876880337	3.659696266	2.211971594	3.700262145	2.796684961	3.417139597
gene586	3.344675132	2.688921103	3.710999239	2.50373035	0.707075922	3.057155638	3.81316551	3.541886492
gene587	2.170642964	3.81521676	2.837236855	4.788414266	2.507513049	3.217604527	3.760327415	3.256079206
gene588	0	0	3.633245194	4.748783227	3.83E-07	0	0.242874405	3.245924574
